,transaction_size,transaction_data
7909,55,Transaction 100
7910,46,Transaction 74
7911,50,Transaction 92
7912,99,Transaction 32
7913,34,Transaction 3
7914,16,Transaction 38
7915,7,Transaction 85
7916,51,Transaction 19
7917,31,Transaction 37
7918,16,Transaction 81
7919,41,Transaction 74
7920,29,Transaction 51
7921,99,Transaction 63
7922,85,Transaction 88
7923,27,Transaction 53
7924,79,Transaction 91
7925,74,Transaction 77
7926,8,Transaction 58
7927,23,Transaction 40
7928,73,Transaction 24
7929,83,Transaction 93
7930,23,Transaction 75
7931,68,Transaction 67
7932,17,Transaction 62
7933,4,Transaction 55
7934,7,Transaction 81
7935,54,Transaction 15
7936,3,Transaction 24
7937,71,Transaction 73
7938,68,Transaction 71
7939,76,Transaction 44
7940,40,Transaction 78
7941,91,Transaction 55
7942,26,Transaction 16
7943,53,Transaction 39
7944,36,Transaction 29
7945,38,Transaction 71
7946,72,Transaction 70
7947,64,Transaction 42
7948,53,Transaction 34
7949,76,Transaction 98
7950,12,Transaction 93
7951,79,Transaction 94
7952,95,Transaction 99
7953,31,Transaction 101
7954,81,Transaction 37
7955,7,Transaction 14
7956,10,Transaction 30
7957,56,Transaction 16
7958,16,Transaction 41
7959,9,Transaction 81
7960,61,Transaction 58
7961,88,Transaction 7
7962,39,Transaction 16
7963,64,Transaction 94
7964,22,Transaction 70
7965,8,Transaction 78
7966,26,Transaction 66
7967,66,Transaction 12
7968,65,Transaction 21
7969,83,Transaction 72
7970,50,Transaction 88
7971,59,Transaction 27
7972,56,Transaction 58
7973,81,Transaction 81
7974,87,Transaction 74
7975,48,Transaction 36
7976,6,Transaction 49
7977,48,Transaction 26
7978,32,Transaction 87
7979,50,Transaction 81
7980,10,Transaction 85
7981,96,Transaction 14
7982,83,Transaction 64
7983,34,Transaction 36
7984,43,Transaction 21
7985,29,Transaction 15
7986,89,Transaction 101
7987,65,Transaction 37
7988,66,Transaction 64
7989,5,Transaction 59
7990,87,Transaction 56
7991,37,Transaction 80
7992,69,Transaction 18
7993,33,Transaction 57
7994,12,Transaction 90
7995,96,Transaction 26
7996,96,Transaction 53
7997,41,Transaction 50
7998,84,Transaction 76
7999,47,Transaction 87
8000,61,Transaction 29
8001,28,Transaction 69
8002,87,Transaction 29
8003,46,Transaction 59
8004,20,Transaction 17
8005,94,Transaction 92
8006,76,Transaction 2
8007,40,Transaction 16
8008,11,Transaction 51
8009,7,Transaction 85
8010,54,Transaction 66
8011,84,Transaction 36
8012,24,Transaction 18
8013,23,Transaction 81
8014,38,Transaction 53
8015,43,Transaction 80
8016,88,Transaction 79
8017,34,Transaction 48
8018,58,Transaction 64
8019,48,Transaction 64
8020,81,Transaction 15
8021,77,Transaction 6
8022,31,Transaction 75
8023,31,Transaction 90
8024,49,Transaction 17
8025,12,Transaction 22
8026,36,Transaction 64
8027,64,Transaction 43
8028,58,Transaction 3
8029,61,Transaction 91
8030,32,Transaction 36
8031,73,Transaction 73
8032,35,Transaction 80
8033,21,Transaction 66
8034,37,Transaction 4
8035,46,Transaction 34
8036,11,Transaction 23
8037,76,Transaction 58
8038,61,Transaction 9
8039,90,Transaction 14
8040,59,Transaction 81
8041,55,Transaction 84
8042,37,Transaction 27
8043,87,Transaction 3
8044,85,Transaction 22
8045,88,Transaction 82
8046,9,Transaction 81
8047,46,Transaction 55
8048,32,Transaction 30
8049,30,Transaction 14
8050,9,Transaction 31
8051,54,Transaction 9
8052,62,Transaction 84
8053,23,Transaction 32
8054,78,Transaction 34
8055,51,Transaction 17
8056,3,Transaction 89
8057,20,Transaction 25
8058,5,Transaction 26
8059,22,Transaction 54
8060,8,Transaction 68
8061,31,Transaction 4
8062,69,Transaction 12
8063,31,Transaction 23
8064,23,Transaction 61
8065,15,Transaction 80
8066,79,Transaction 62
8067,47,Transaction 66
8068,75,Transaction 94
8069,92,Transaction 29
8070,76,Transaction 30
8071,52,Transaction 51
8072,36,Transaction 60
8073,65,Transaction 94
8074,55,Transaction 58
8075,30,Transaction 40
8076,59,Transaction 90
8077,75,Transaction 13
8078,64,Transaction 64
8079,36,Transaction 30
8080,94,Transaction 81
8081,34,Transaction 6
8082,65,Transaction 17
8083,91,Transaction 38
8084,37,Transaction 27
8085,88,Transaction 13
8086,85,Transaction 13
8087,37,Transaction 12
8088,79,Transaction 14
8089,88,Transaction 49
8090,57,Transaction 24
8091,31,Transaction 66
8092,74,Transaction 23
8093,87,Transaction 61
8094,20,Transaction 76
8095,83,Transaction 3
8096,72,Transaction 81
8097,64,Transaction 25
8098,41,Transaction 57
8099,26,Transaction 90
8100,88,Transaction 75
8101,30,Transaction 39
8102,87,Transaction 17
8103,52,Transaction 81
8104,81,Transaction 60
8105,45,Transaction 11
8106,6,Transaction 18
8107,23,Transaction 60
8108,49,Transaction 46
8109,11,Transaction 67
8110,78,Transaction 90
8111,11,Transaction 6
8112,29,Transaction 53
8113,6,Transaction 33
8114,4,Transaction 83
8115,52,Transaction 64
8116,77,Transaction 98
8117,58,Transaction 13
8118,99,Transaction 9
8119,29,Transaction 71
8120,45,Transaction 71
8121,33,Transaction 37
8122,5,Transaction 93
8123,75,Transaction 40
8124,51,Transaction 72
8125,46,Transaction 74
8126,29,Transaction 91
8127,42,Transaction 12
8128,99,Transaction 66
8129,58,Transaction 80
8130,90,Transaction 94
8131,51,Transaction 58
8132,32,Transaction 18
8133,6,Transaction 71
8134,69,Transaction 77
8135,21,Transaction 100
8136,85,Transaction 74
8137,52,Transaction 27
8138,32,Transaction 49
8139,90,Transaction 35
8140,38,Transaction 88
8141,86,Transaction 76
8142,94,Transaction 89
8143,88,Transaction 98
8144,96,Transaction 82
8145,39,Transaction 45
8146,3,Transaction 81
8147,24,Transaction 59
8148,52,Transaction 40
8149,12,Transaction 43
8150,4,Transaction 36
8151,72,Transaction 45
8152,46,Transaction 78
8153,43,Transaction 97
8154,54,Transaction 82
8155,63,Transaction 91
8156,18,Transaction 69
8157,22,Transaction 6
8158,85,Transaction 33
8159,71,Transaction 72
8160,10,Transaction 42
8161,22,Transaction 57
8162,45,Transaction 67
8163,13,Transaction 99
8164,53,Transaction 67
8165,88,Transaction 42
8166,11,Transaction 53
8167,39,Transaction 12
8168,44,Transaction 3
8169,44,Transaction 61
8170,51,Transaction 97
8171,75,Transaction 34
8172,68,Transaction 25
8173,100,Transaction 40
8174,91,Transaction 48
8175,55,Transaction 28
8176,60,Transaction 40
8177,46,Transaction 53
8178,88,Transaction 49
8179,92,Transaction 82
8180,66,Transaction 85
8181,19,Transaction 51
8182,24,Transaction 57
8183,86,Transaction 94
8184,52,Transaction 37
8185,1,Transaction 88
8186,1,Transaction 26
8187,49,Transaction 6
8188,64,Transaction 5
8189,74,Transaction 65
8190,94,Transaction 16
8191,25,Transaction 66
8192,65,Transaction 6
8193,5,Transaction 40
8194,52,Transaction 26
8195,42,Transaction 34
8196,85,Transaction 41
8197,28,Transaction 85
8198,93,Transaction 62
8199,80,Transaction 96
8200,62,Transaction 47
8201,48,Transaction 39
8202,27,Transaction 16
8203,51,Transaction 68
8204,50,Transaction 68
8205,17,Transaction 61
8206,8,Transaction 13
8207,61,Transaction 39
8208,2,Transaction 29
8209,51,Transaction 4
8210,48,Transaction 95
8211,46,Transaction 67
8212,15,Transaction 81
8213,82,Transaction 68
8214,47,Transaction 63
8215,23,Transaction 86
8216,50,Transaction 5
8217,36,Transaction 87
8218,40,Transaction 61
8219,6,Transaction 93
8220,38,Transaction 30
8221,99,Transaction 63
8222,35,Transaction 89
8223,24,Transaction 19
8224,62,Transaction 64
8225,26,Transaction 21
8226,54,Transaction 37
8227,32,Transaction 86
8228,84,Transaction 88
8229,57,Transaction 39
8230,67,Transaction 72
8231,75,Transaction 51
8232,12,Transaction 55
8233,31,Transaction 23
8234,54,Transaction 16
8235,18,Transaction 54
8236,97,Transaction 95
8237,88,Transaction 18
8238,70,Transaction 88
8239,24,Transaction 11
8240,82,Transaction 40
8241,79,Transaction 82
8242,21,Transaction 49
8243,12,Transaction 71
8244,80,Transaction 49
8245,5,Transaction 95
8246,98,Transaction 86
8247,56,Transaction 40
8248,63,Transaction 36
8249,52,Transaction 64
8250,77,Transaction 25
8251,22,Transaction 100
8252,69,Transaction 4
8253,77,Transaction 69
8254,69,Transaction 68
8255,64,Transaction 48
8256,67,Transaction 61
8257,53,Transaction 63
8258,27,Transaction 66
8259,27,Transaction 56
8260,26,Transaction 89
8261,49,Transaction 60
8262,58,Transaction 93
8263,95,Transaction 99
8264,68,Transaction 72
8265,5,Transaction 66
8266,57,Transaction 37
8267,40,Transaction 63
8268,85,Transaction 47
8269,83,Transaction 22
8270,88,Transaction 90
8271,100,Transaction 79
8272,62,Transaction 48
8273,29,Transaction 98
8274,56,Transaction 7
8275,78,Transaction 92
8276,65,Transaction 22
8277,99,Transaction 101
8278,17,Transaction 88
8279,68,Transaction 87
8280,25,Transaction 15
8281,100,Transaction 71
8282,100,Transaction 33
8283,72,Transaction 20
8284,88,Transaction 59
8285,11,Transaction 21
8286,70,Transaction 27
8287,65,Transaction 72
8288,57,Transaction 77
8289,52,Transaction 58
8290,28,Transaction 16
8291,9,Transaction 99
8292,38,Transaction 11
8293,22,Transaction 42
8294,59,Transaction 34
8295,76,Transaction 86
8296,4,Transaction 82
8297,71,Transaction 72
8298,86,Transaction 99
8299,97,Transaction 55
8300,28,Transaction 13
8301,31,Transaction 86
8302,41,Transaction 51
8303,52,Transaction 83
8304,24,Transaction 19
8305,19,Transaction 5
8306,91,Transaction 46
8307,40,Transaction 54
8308,69,Transaction 9
8309,57,Transaction 49
8310,1,Transaction 16
8311,6,Transaction 39
8312,5,Transaction 62
8313,8,Transaction 51
8314,54,Transaction 81
8315,68,Transaction 35
8316,95,Transaction 86
8317,56,Transaction 77
8318,25,Transaction 44
8319,48,Transaction 31
8320,78,Transaction 64
8321,77,Transaction 15
8322,92,Transaction 97
8323,88,Transaction 53
8324,84,Transaction 89
8325,5,Transaction 99
8326,97,Transaction 34
8327,11,Transaction 68
8328,83,Transaction 59
8329,55,Transaction 92
8330,20,Transaction 30
8331,93,Transaction 39
8332,78,Transaction 84
8333,16,Transaction 62
8334,8,Transaction 90
8335,24,Transaction 100
8336,88,Transaction 30
8337,47,Transaction 6
8338,48,Transaction 64
8339,78,Transaction 22
8340,26,Transaction 84
8341,48,Transaction 83
8342,76,Transaction 94
8343,7,Transaction 83
8344,58,Transaction 15
8345,41,Transaction 79
8346,46,Transaction 39
8347,24,Transaction 101
8348,1,Transaction 95
8349,59,Transaction 36
8350,90,Transaction 74
8351,96,Transaction 49
8352,14,Transaction 56
8353,82,Transaction 48
8354,74,Transaction 66
8355,66,Transaction 26
8356,85,Transaction 82
8357,87,Transaction 11
8358,53,Transaction 72
8359,68,Transaction 46
8360,77,Transaction 84
8361,20,Transaction 42
8362,52,Transaction 71
8363,85,Transaction 64
8364,66,Transaction 31
8365,31,Transaction 71
8366,18,Transaction 47
8367,54,Transaction 29
8368,86,Transaction 16
8369,33,Transaction 25
8370,42,Transaction 16
8371,21,Transaction 33
8372,99,Transaction 74
8373,86,Transaction 37
8374,50,Transaction 39
8375,79,Transaction 20
8376,24,Transaction 38
8377,37,Transaction 42
8378,73,Transaction 6
8379,28,Transaction 68
8380,44,Transaction 35
8381,33,Transaction 11
8382,50,Transaction 42
8383,50,Transaction 69
8384,5,Transaction 35
8385,6,Transaction 14
8386,22,Transaction 67
8387,6,Transaction 99
8388,48,Transaction 16
8389,19,Transaction 91
8390,100,Transaction 26
8391,2,Transaction 61
8392,29,Transaction 3
8393,48,Transaction 27
8394,34,Transaction 101
8395,55,Transaction 69
8396,79,Transaction 59
8397,46,Transaction 100
8398,60,Transaction 12
8399,38,Transaction 89
8400,26,Transaction 24
8401,54,Transaction 40
8402,73,Transaction 96
8403,77,Transaction 94
8404,92,Transaction 38
8405,90,Transaction 2
8406,27,Transaction 11
8407,92,Transaction 86
8408,97,Transaction 66
8409,98,Transaction 83
8410,1,Transaction 64
8411,16,Transaction 38
8412,88,Transaction 65
8413,36,Transaction 74
8414,85,Transaction 22
8415,78,Transaction 68
8416,24,Transaction 72
8417,69,Transaction 14
8418,43,Transaction 18
8419,70,Transaction 16
8420,14,Transaction 40
8421,74,Transaction 89
8422,8,Transaction 53
8423,79,Transaction 80
8424,44,Transaction 3
8425,93,Transaction 50
8426,54,Transaction 39
8427,7,Transaction 70
8428,79,Transaction 17
8429,18,Transaction 13
8430,77,Transaction 22
8431,57,Transaction 47
8432,41,Transaction 22
8433,60,Transaction 82
8434,81,Transaction 100
8435,96,Transaction 76
8436,69,Transaction 97
8437,70,Transaction 66
8438,32,Transaction 28
8439,90,Transaction 32
8440,45,Transaction 63
8441,66,Transaction 56
8442,98,Transaction 50
8443,56,Transaction 101
8444,60,Transaction 30
8445,3,Transaction 40
8446,76,Transaction 58
8447,89,Transaction 42
8448,35,Transaction 74
8449,79,Transaction 18
8450,89,Transaction 23
8451,95,Transaction 96
8452,27,Transaction 66
8453,42,Transaction 61
8454,73,Transaction 57
8455,38,Transaction 71
8456,93,Transaction 78
8457,34,Transaction 41
8458,24,Transaction 67
8459,52,Transaction 31
8460,44,Transaction 14
8461,7,Transaction 41
8462,21,Transaction 29
8463,56,Transaction 22
8464,90,Transaction 48
8465,85,Transaction 92
8466,72,Transaction 92
8467,48,Transaction 32
8468,73,Transaction 47
8469,3,Transaction 62
8470,6,Transaction 32
8471,27,Transaction 65
8472,98,Transaction 83
8473,81,Transaction 67
8474,42,Transaction 26
8475,9,Transaction 20
8476,37,Transaction 2
8477,22,Transaction 93
8478,86,Transaction 23
8479,49,Transaction 45
8480,60,Transaction 52
8481,36,Transaction 79
8482,50,Transaction 29
8483,37,Transaction 81
8484,82,Transaction 34
8485,81,Transaction 32
8486,64,Transaction 101
8487,50,Transaction 7
8488,46,Transaction 49
8489,82,Transaction 4
8490,80,Transaction 78
8491,71,Transaction 28
8492,89,Transaction 65
8493,41,Transaction 61
8494,4,Transaction 37
8495,16,Transaction 54
8496,53,Transaction 51
8497,79,Transaction 11
8498,89,Transaction 78
8499,37,Transaction 64
8500,40,Transaction 23
8501,8,Transaction 68
8502,92,Transaction 12
8503,11,Transaction 30
8504,20,Transaction 71
8505,25,Transaction 14
8506,23,Transaction 53
8507,87,Transaction 3
8508,73,Transaction 46
8509,10,Transaction 30
8510,18,Transaction 91
8511,71,Transaction 29
8512,86,Transaction 98
8513,79,Transaction 16
8514,97,Transaction 101
8515,94,Transaction 97
8516,90,Transaction 25
8517,95,Transaction 13
8518,94,Transaction 88
8519,72,Transaction 13
8520,49,Transaction 93
8521,62,Transaction 64
8522,46,Transaction 32
8523,3,Transaction 99
8524,47,Transaction 7
8525,85,Transaction 22
8526,2,Transaction 86
8527,92,Transaction 66
8528,45,Transaction 65
8529,72,Transaction 39
8530,5,Transaction 4
8531,60,Transaction 87
8532,99,Transaction 30
8533,85,Transaction 98
8534,57,Transaction 74
8535,49,Transaction 62
8536,27,Transaction 69
8537,77,Transaction 90
8538,28,Transaction 67
8539,7,Transaction 94
8540,7,Transaction 81
8541,76,Transaction 48
8542,64,Transaction 46
8543,12,Transaction 36
8544,51,Transaction 40
8545,46,Transaction 61
8546,96,Transaction 96
8547,2,Transaction 25
8548,75,Transaction 17
8549,10,Transaction 8
8550,24,Transaction 50
8551,68,Transaction 85
8552,81,Transaction 17
8553,29,Transaction 64
8554,88,Transaction 73
8555,91,Transaction 40
8556,23,Transaction 10
8557,68,Transaction 27
8558,25,Transaction 16
8559,23,Transaction 29
8560,64,Transaction 77
8561,43,Transaction 11
8562,17,Transaction 80
8563,69,Transaction 72
8564,3,Transaction 60
8565,29,Transaction 66
8566,34,Transaction 45
8567,84,Transaction 74
8568,83,Transaction 101
8569,5,Transaction 80
8570,31,Transaction 27
8571,68,Transaction 35
8572,18,Transaction 87
8573,39,Transaction 18
8574,99,Transaction 46
8575,81,Transaction 58
8576,23,Transaction 35
8577,23,Transaction 62
8578,2,Transaction 80
8579,10,Transaction 59
8580,60,Transaction 87
8581,76,Transaction 68
8582,56,Transaction 89
8583,100,Transaction 11
8584,38,Transaction 84
8585,23,Transaction 85
8586,76,Transaction 21
8587,1,Transaction 3
8588,53,Transaction 96
8589,18,Transaction 90
8590,71,Transaction 36
8591,7,Transaction 17
8592,33,Transaction 5
8593,84,Transaction 31
8594,56,Transaction 30
8595,32,Transaction 69
8596,90,Transaction 13
8597,49,Transaction 78
8598,47,Transaction 88
8599,29,Transaction 85
8600,12,Transaction 48
8601,18,Transaction 70
8602,90,Transaction 58
8603,26,Transaction 2
8604,71,Transaction 64
8605,23,Transaction 63
8606,90,Transaction 45
8607,26,Transaction 17
8608,48,Transaction 40
8609,89,Transaction 28
8610,42,Transaction 89
8611,15,Transaction 27
8612,28,Transaction 88
8613,3,Transaction 48
8614,2,Transaction 23
8615,96,Transaction 66
8616,26,Transaction 70
8617,80,Transaction 21
8618,18,Transaction 56
8619,71,Transaction 45
8620,45,Transaction 19
8621,40,Transaction 80
8622,64,Transaction 36
8623,68,Transaction 26
8624,43,Transaction 76
8625,100,Transaction 62
8626,78,Transaction 85
8627,18,Transaction 28
8628,37,Transaction 84
8629,27,Transaction 48
8630,19,Transaction 46
8631,17,Transaction 65
8632,17,Transaction 39
8633,99,Transaction 38
8634,99,Transaction 24
8635,46,Transaction 41
8636,16,Transaction 22
8637,1,Transaction 57
8638,79,Transaction 66
8639,26,Transaction 64
8640,59,Transaction 23
8641,39,Transaction 78
8642,79,Transaction 81
8643,45,Transaction 93
8644,11,Transaction 36
8645,100,Transaction 13
8646,18,Transaction 62
8647,60,Transaction 101
8648,66,Transaction 35
8649,97,Transaction 27
8650,24,Transaction 33
8651,29,Transaction 4
8652,98,Transaction 63
8653,85,Transaction 41
8654,69,Transaction 50
8655,37,Transaction 45
8656,70,Transaction 83
8657,81,Transaction 11
8658,98,Transaction 78
8659,33,Transaction 59
8660,30,Transaction 71
8661,37,Transaction 77
8662,28,Transaction 63
8663,54,Transaction 10
8664,20,Transaction 86
8665,66,Transaction 53
8666,43,Transaction 70
8667,38,Transaction 92
8668,91,Transaction 49
8669,29,Transaction 25
8670,73,Transaction 89
8671,88,Transaction 8
8672,67,Transaction 95
8673,49,Transaction 74
8674,58,Transaction 77
8675,41,Transaction 5
8676,32,Transaction 82
8677,39,Transaction 37
8678,80,Transaction 7
8679,66,Transaction 53
8680,40,Transaction 57
8681,12,Transaction 17
8682,74,Transaction 70
8683,1,Transaction 16
8684,76,Transaction 23
8685,70,Transaction 9
8686,23,Transaction 70
8687,33,Transaction 66
8688,85,Transaction 50
8689,35,Transaction 79
8690,36,Transaction 62
8691,4,Transaction 92
8692,19,Transaction 41
8693,50,Transaction 98
8694,77,Transaction 26
8695,28,Transaction 73
8696,24,Transaction 60
8697,1,Transaction 26
8698,9,Transaction 3
8699,19,Transaction 58
8700,25,Transaction 33
8701,58,Transaction 20
8702,5,Transaction 67
8703,63,Transaction 47
8704,47,Transaction 91
8705,45,Transaction 35
8706,53,Transaction 43
8707,100,Transaction 55
8708,83,Transaction 54
8709,38,Transaction 31
8710,13,Transaction 31
8711,85,Transaction 76
8712,12,Transaction 61
8713,16,Transaction 31
8714,22,Transaction 7
8715,57,Transaction 45
8716,10,Transaction 63
8717,31,Transaction 61
8718,89,Transaction 91
8719,79,Transaction 52
8720,44,Transaction 89
8721,36,Transaction 48
8722,43,Transaction 35
8723,98,Transaction 85
8724,73,Transaction 45
8725,71,Transaction 39
8726,97,Transaction 23
8727,51,Transaction 23
8728,85,Transaction 36
8729,91,Transaction 55
8730,23,Transaction 74
8731,70,Transaction 84
8732,61,Transaction 18
8733,52,Transaction 95
8734,12,Transaction 100
8735,24,Transaction 60
8736,86,Transaction 100
8737,73,Transaction 56
8738,26,Transaction 77
8739,56,Transaction 5
8740,15,Transaction 99
8741,4,Transaction 71
8742,69,Transaction 69
8743,5,Transaction 41
8744,3,Transaction 85
8745,44,Transaction 44
8746,93,Transaction 84
8747,16,Transaction 43
8748,72,Transaction 26
8749,96,Transaction 54
8750,51,Transaction 49
8751,89,Transaction 72
8752,32,Transaction 73
8753,76,Transaction 13
8754,62,Transaction 36
8755,29,Transaction 47
8756,81,Transaction 49
8757,91,Transaction 2
8758,71,Transaction 66
8759,83,Transaction 40
8760,76,Transaction 26
8761,91,Transaction 12
8762,84,Transaction 84
8763,55,Transaction 58
8764,82,Transaction 21
8765,33,Transaction 23
8766,65,Transaction 20
8767,60,Transaction 86
8768,45,Transaction 99
8769,52,Transaction 17
8770,25,Transaction 42
8771,4,Transaction 73
8772,36,Transaction 18
8773,62,Transaction 100
8774,56,Transaction 89
8775,34,Transaction 39
8776,99,Transaction 46
8777,18,Transaction 79
8778,63,Transaction 44
8779,85,Transaction 87
8780,18,Transaction 59
8781,7,Transaction 100
8782,53,Transaction 62
8783,33,Transaction 46
8784,58,Transaction 75
8785,28,Transaction 57
8786,7,Transaction 98
8787,87,Transaction 15
8788,53,Transaction 18
8789,61,Transaction 49
8790,55,Transaction 24
8791,32,Transaction 41
8792,32,Transaction 32
8793,53,Transaction 92
8794,18,Transaction 97
8795,9,Transaction 78
8796,89,Transaction 6
8797,77,Transaction 83
8798,50,Transaction 6
8799,14,Transaction 3
8800,61,Transaction 79
8801,29,Transaction 20
8802,99,Transaction 10
8803,41,Transaction 5
8804,3,Transaction 99
8805,62,Transaction 57
8806,80,Transaction 30
8807,6,Transaction 79
8808,70,Transaction 37
8809,57,Transaction 62
8810,69,Transaction 91
8811,53,Transaction 95
8812,7,Transaction 28
8813,68,Transaction 73
8814,17,Transaction 90
8815,23,Transaction 33
8816,93,Transaction 96
8817,46,Transaction 86
8818,82,Transaction 12
8819,53,Transaction 46
8820,32,Transaction 37
8821,32,Transaction 97
8822,48,Transaction 14
8823,87,Transaction 58
8824,7,Transaction 86
8825,35,Transaction 22
8826,54,Transaction 62
8827,33,Transaction 93
8828,89,Transaction 87
8829,47,Transaction 97
8830,1,Transaction 61
8831,11,Transaction 33
8832,43,Transaction 63
8833,87,Transaction 39
8834,77,Transaction 30
8835,3,Transaction 51
8836,4,Transaction 97
8837,87,Transaction 78
8838,46,Transaction 96
8839,77,Transaction 98
8840,75,Transaction 87
8841,29,Transaction 3
8842,49,Transaction 84
8843,27,Transaction 90
8844,3,Transaction 63
8845,19,Transaction 32
8846,29,Transaction 25
8847,80,Transaction 74
8848,55,Transaction 54
8849,81,Transaction 21
8850,54,Transaction 16
8851,83,Transaction 90
8852,92,Transaction 55
8853,95,Transaction 38
8854,22,Transaction 24
8855,78,Transaction 13
8856,34,Transaction 22
8857,52,Transaction 8
8858,94,Transaction 36
8859,64,Transaction 85
8860,4,Transaction 83
8861,64,Transaction 87
8862,42,Transaction 60
8863,47,Transaction 26
8864,4,Transaction 84
8865,60,Transaction 4
8866,64,Transaction 78
8867,28,Transaction 96
8868,5,Transaction 38
8869,28,Transaction 17
8870,87,Transaction 76
8871,32,Transaction 38
8872,73,Transaction 60
8873,39,Transaction 26
8874,59,Transaction 80
8875,72,Transaction 40
8876,38,Transaction 67
8877,2,Transaction 49
8878,79,Transaction 85
8879,22,Transaction 19
8880,84,Transaction 95
8881,10,Transaction 70
8882,24,Transaction 21
8883,13,Transaction 52
8884,56,Transaction 40
8885,18,Transaction 64
8886,52,Transaction 97
8887,98,Transaction 13
8888,13,Transaction 54
8889,99,Transaction 54
8890,80,Transaction 99
8891,20,Transaction 60
8892,100,Transaction 36
8893,96,Transaction 6
8894,55,Transaction 6
8895,82,Transaction 33
8896,50,Transaction 36
8897,77,Transaction 27
8898,2,Transaction 96
8899,90,Transaction 62
8900,80,Transaction 41
8901,44,Transaction 43
8902,20,Transaction 79
8903,13,Transaction 73
8904,97,Transaction 101
8905,73,Transaction 76
8906,1,Transaction 82
8907,28,Transaction 30
8908,77,Transaction 88
8909,73,Transaction 38
8910,14,Transaction 59
8911,34,Transaction 42
8912,30,Transaction 30
8913,86,Transaction 73
8914,1,Transaction 3
8915,22,Transaction 91
8916,73,Transaction 73
8917,91,Transaction 95
8918,95,Transaction 36
8919,24,Transaction 59
8920,10,Transaction 93
8921,72,Transaction 4
8922,83,Transaction 69
8923,31,Transaction 79
8924,3,Transaction 89
8925,52,Transaction 28
8926,31,Transaction 27
8927,51,Transaction 17
8928,32,Transaction 80
8929,66,Transaction 35
8930,63,Transaction 52
8931,82,Transaction 15
8932,96,Transaction 76
8933,69,Transaction 47
8934,47,Transaction 55
8935,38,Transaction 73
8936,14,Transaction 15
8937,12,Transaction 11
8938,85,Transaction 59
8939,43,Transaction 36
8940,56,Transaction 26
8941,81,Transaction 84
8942,92,Transaction 8
8943,94,Transaction 99
8944,87,Transaction 89
8945,21,Transaction 78
8946,39,Transaction 13
8947,95,Transaction 51
8948,18,Transaction 69
8949,93,Transaction 68
8950,25,Transaction 3
8951,22,Transaction 20
8952,50,Transaction 61
8953,16,Transaction 45
8954,58,Transaction 67
8955,27,Transaction 76
8956,43,Transaction 74
8957,33,Transaction 46
8958,29,Transaction 87
8959,12,Transaction 31
8960,4,Transaction 76
8961,91,Transaction 76
8962,22,Transaction 42
8963,6,Transaction 58
8964,59,Transaction 57
8965,83,Transaction 75
8966,24,Transaction 39
8967,78,Transaction 64
8968,40,Transaction 12
8969,18,Transaction 12
8970,80,Transaction 85
8971,14,Transaction 15
8972,3,Transaction 26
8973,26,Transaction 76
8974,70,Transaction 59
8975,83,Transaction 51
8976,2,Transaction 35
8977,88,Transaction 32
8978,73,Transaction 86
8979,96,Transaction 46
8980,83,Transaction 84
8981,94,Transaction 89
8982,65,Transaction 22
8983,15,Transaction 77
8984,82,Transaction 101
8985,25,Transaction 77
8986,30,Transaction 61
8987,43,Transaction 38
8988,68,Transaction 45
8989,81,Transaction 101
8990,10,Transaction 74
8991,42,Transaction 79
8992,62,Transaction 3
8993,33,Transaction 69
8994,32,Transaction 18
8995,71,Transaction 24
8996,43,Transaction 26
8997,40,Transaction 86
8998,58,Transaction 30
8999,35,Transaction 4
9000,74,Transaction 98
9001,95,Transaction 97
9002,19,Transaction 13
9003,37,Transaction 5
9004,9,Transaction 28
9005,95,Transaction 26
9006,23,Transaction 69
9007,5,Transaction 39
9008,22,Transaction 89
9009,11,Transaction 12
9010,97,Transaction 26
9011,71,Transaction 13
9012,48,Transaction 41
9013,88,Transaction 31
9014,91,Transaction 97
9015,46,Transaction 6
9016,25,Transaction 26
9017,37,Transaction 51
9018,23,Transaction 53
9019,42,Transaction 8
9020,48,Transaction 14
9021,74,Transaction 78
9022,47,Transaction 26
9023,67,Transaction 80
9024,82,Transaction 12
9025,24,Transaction 34
9026,85,Transaction 4
9027,9,Transaction 85
9028,72,Transaction 98
9029,48,Transaction 89
9030,41,Transaction 48
9031,12,Transaction 57
9032,99,Transaction 95
9033,15,Transaction 16
9034,51,Transaction 8
9035,11,Transaction 8
9036,28,Transaction 36
9037,66,Transaction 26
9038,85,Transaction 66
9039,55,Transaction 21
9040,54,Transaction 30
9041,53,Transaction 75
9042,88,Transaction 88
9043,45,Transaction 55
9044,7,Transaction 83
9045,68,Transaction 6
9046,5,Transaction 17
9047,60,Transaction 20
9048,76,Transaction 84
9049,4,Transaction 35
9050,91,Transaction 69
9051,1,Transaction 19
9052,67,Transaction 32
9053,20,Transaction 94
9054,79,Transaction 13
9055,52,Transaction 13
9056,44,Transaction 32
9057,80,Transaction 65
9058,19,Transaction 39
9059,67,Transaction 4
9060,28,Transaction 78
9061,7,Transaction 77
9062,21,Transaction 9
9063,22,Transaction 80
9064,88,Transaction 61
9065,55,Transaction 11
9066,92,Transaction 100
9067,42,Transaction 14
9068,94,Transaction 73
9069,76,Transaction 64
9070,61,Transaction 99
9071,46,Transaction 27
9072,5,Transaction 67
9073,25,Transaction 92
